5x frei; 
Nr;Resultat;Rang;Name;Verein;Details;Wettkampf;Ort;Datum;Tooltip;; 
1;58.35;3r1;TV Unterseen U14 1;TV Unterseen;Hausheer Jan / Hurni Dominic / Michel Nils / Otth Hannes / Schlatter Silvan;SVM Nachwuchs BERN;Bern;30.06.2019;Hausheer Jan / Hurni Dominic / Michel Nils / Otth Hannes / Schlatter Silvan; 
