5x frei; 
Nr;Resultat;Rang;Name;Verein;Details;Wettkampf;Ort;Datum;Tooltip;; 
1;57.86;4r2;TV Unterseen U14 1;TV Unterseen;Studer Lea / Scheurer Noe / Rüegsegger Jasmine / Rüegsegger Angela / Uhlmann Nina;Offene Berner Meisterschaften;Thun;16.06.2019;Studer Lea / Scheurer Noe / Rüegsegger Jasmine / Rüegsegger Angela / Uhlmann Nina; 
