5x frei; 
Nr;Resultat;Rang;Name;Verein;Details;Wettkampf;Ort;Datum;Tooltip;; 
1;61.35;5r3;TV Unterseen U14 2;TV Unterseen;Balsiger Fiona / Seiler Emma / Müller Lia / Haldimann Marcia / Wong Louisa;Offene Berner Meisterschaften;Thun;16.06.2019;Balsiger Fiona / Seiler Emma / Müller Lia / Haldimann Marcia / Wong Louisa; 
